School Name,Board,State,City/District,Email ID,Contact Number
KV High School Branch 36,NIOS,Chandigarh,District 154,contact@kvhighschoolbranch36.edu.in,051-2227926
Heritage Secondary School Branch 23,CBSE,Dadra and Nagar Haveli,District 371,contact@heritagesecondaryschoolbranch23.edu.in,010-8457183
Tagore International Branch 7,ICSE,Lakshadweep,District 241,contact@tagoreinternationalbranch7.edu.in,090-7486390
Greenwood Vidyalaya Branch 15,ICSE,Delhi,District 14,contact@greenwoodvidyalayabranch15.edu.in,094-5051062
Global Public School Branch 7,NIOS,Puducherry,District 415,contact@globalpublicschoolbranch7.edu.in,028-8897575
Tagore Convent Branch 36,IGCSE,Ladakh,District 577,contact@tagoreconventbranch36.edu.in,040-1573257
Global Primary School Branch 48,ICSE,Jammu and Kashmir,District 166,contact@globalprimaryschoolbranch48.edu.in,017-9833127
Tagore Academy Branch 48,CBSE,Andhra Pradesh,District 374,contact@tagoreacademybranch48.edu.in,029-3728948
Saraswati Vidyalaya Branch 49,CBSE,Arunachal Pradesh,District 126,contact@saraswatividyalayabranch49.edu.in,062-6140047
Carmel Secondary School Branch 21,IB,Assam,District 445,contact@carmelsecondaryschoolbranch21.edu.in,027-4231442
Government Public School Branch 2,IB,Bihar,District 152,contact@governmentpublicschoolbranch2.edu.in,025-1612526
St. Joseph's Convent Branch 13,CBSE,Chhattisgarh,District 287,contact@stjosephsconventbranch13.edu.in,052-5967307
Army Academy Branch 40,State Board,Goa,District 259,contact@armyacademybranch40.edu.in,022-6235510
Carmel Primary School Branch 38,NIOS,Gujarat,District 508,contact@carmelprimaryschoolbranch38.edu.in,046-3537628
Army High School Branch 3,ICSE,Haryana,District 30,contact@armyhighschoolbranch3.edu.in,024-6299623
Global Academy Branch 1,NIOS,Himachal Pradesh,District 681,contact@globalacademybranch1.edu.in,056-1234068
Navodaya Convent Branch 47,State Board,Jharkhand,District 355,contact@navodayaconventbranch47.edu.in,097-1788281
Global Secondary School Branch 43,IB,Karnataka,District 204,contact@globalsecondaryschoolbranch43.edu.in,041-3222903
KV Convent Branch 21,State Board,Kerala,District 259,contact@kvconventbranch21.edu.in,064-6641810
Bharatiya High School Branch 8,State Board,Madhya Pradesh,District 49,contact@bharatiyahighschoolbranch8.edu.in,051-4421309
Model Primary School Branch 40,ICSE,Maharashtra,District 287,contact@modelprimaryschoolbranch40.edu.in,035-9102696
Government Primary School Branch 73,State Board,Manipur,District 421,contact@governmentprimaryschoolbranch73.edu.in,099-3603423
Saraswati Public School Branch 10,NIOS,Meghalaya,District 449,contact@saraswatipublicschoolbranch10.edu.in,072-8942198
Vidya Mandir Vidyalaya Branch 77,CBSE,Mizoram,District 607,contact@vidyamandirvidyalayabranch77.edu.in,071-1997462
Adarsh Vidyalaya Branch 39,IB,Nagaland,District 544,contact@adarshvidyalayabranch39.edu.in,054-7931466
Greenwood Vidyalaya Branch 94,CBSE,Odisha,District 373,contact@greenwoodvidyalayabranch94.edu.in,051-1374708
Global Academy Branch 64,CBSE,Punjab,District 210,contact@globalacademybranch64.edu.in,034-7466865
Government Academy Branch 82,State Board,Rajasthan,District 353,contact@governmentacademybranch82.edu.in,043-5376348
Adarsh Secondary School Branch 90,NIOS,Sikkim,District 359,contact@adarshsecondaryschoolbranch90.edu.in,073-1665913
Carmel Primary School Branch 82,IGCSE,Tamil Nadu,District 382,contact@carmelprimaryschoolbranch82.edu.in,063-3273122
KV Vidyalaya Branch 88,CBSE,Telangana,District 269,contact@kvvidyalayabranch88.edu.in,027-3101106
Adarsh Academy Branch 94,IGCSE,Tripura,District 66,contact@adarshacademybranch94.edu.in,015-9500517
Model Vidyalaya Branch 61,CBSE,Uttar Pradesh,District 542,contact@modelvidyalayabranch61.edu.in,081-4860103
Heritage Secondary School Branch 69,State Board,Uttarakhand,District 298,contact@heritagesecondaryschoolbranch69.edu.in,019-6643825
Saraswati Secondary School Branch 7,ICSE,West Bengal,District 348,contact@saraswatisecondaryschoolbranch7.edu.in,012-5512202
St. Joseph's Vidyalaya Branch 7,IB,Andaman and Nicobar Islands,District 420,contact@stjosephsvidyalayabranch7.edu.in,061-3354871
Government International Branch 5,ICSE,Chandigarh,District 29,contact@governmentinternationalbranch5.edu.in,091-8918220
Carmel International Branch 26,State Board,Dadra and Nagar Haveli,District 638,contact@carmelinternationalbranch26.edu.in,060-9850061
Greenwood Convent Branch 22,IB,Lakshadweep,District 138,contact@greenwoodconventbranch22.edu.in,044-1224936
Vivekananda Primary School Branch 21,ICSE,Delhi,District 28,contact@vivekanandaprimaryschoolbranch21.edu.in,096-7380590
Heritage Convent Branch 24,IB,Puducherry,District 610,contact@heritageconventbranch24.edu.in,085-2908604
Greenwood International Branch 93,IGCSE,Ladakh,District 202,contact@greenwoodinternationalbranch93.edu.in,053-7261547
Vivekananda High School Branch 19,IGCSE,Jammu and Kashmir,District 406,contact@vivekanandahighschoolbranch19.edu.in,024-8553179
Model Secondary School Branch 31,IGCSE,Andhra Pradesh,District 452,contact@modelsecondaryschoolbranch31.edu.in,069-2314239
New Era High School Branch 91,IB,Arunachal Pradesh,District 686,contact@newerahighschoolbranch91.edu.in,082-1633404
St. Joseph's Public School Branch 15,CBSE,Assam,District 206,contact@stjosephspublicschoolbranch15.edu.in,054-6008664
Navodaya Convent Branch 22,State Board,Bihar,District 62,contact@navodayaconventbranch22.edu.in,014-9234998
Model Convent Branch 64,NIOS,Chhattisgarh,District 127,contact@modelconventbranch64.edu.in,032-5471347
Model International Branch 63,IGCSE,Goa,District 427,contact@modelinternationalbranch63.edu.in,058-8381582
Heritage Secondary School Branch 100,IB,Gujarat,District 560,contact@heritagesecondaryschoolbranch100.edu.in,056-5237271
Tagore Academy Branch 75,IGCSE,Haryana,District 395,contact@tagoreacademybranch75.edu.in,051-2127859
Global High School Branch 56,IGCSE,Himachal Pradesh,District 554,contact@globalhighschoolbranch56.edu.in,053-4393122
Tagore Primary School Branch 30,IB,Jharkhand,District 173,contact@tagoreprimaryschoolbranch30.edu.in,098-3906510
Tagore Academy Branch 78,State Board,Karnataka,District 235,contact@tagoreacademybranch78.edu.in,026-7172613
Bharatiya Vidyalaya Branch 24,IGCSE,Kerala,District 542,contact@bharatiyavidyalayabranch24.edu.in,085-9687543
Saraswati Primary School Branch 89,State Board,Madhya Pradesh,District 463,contact@saraswatiprimaryschoolbranch89.edu.in,015-5163009
New Era Secondary School Branch 89,CBSE,Maharashtra,District 670,contact@newerasecondaryschoolbranch89.edu.in,085-4719399
Bharatiya Public School Branch 85,NIOS,Manipur,District 482,contact@bharatiyapublicschoolbranch85.edu.in,045-2940190
Navodaya Vidyalaya Branch 69,CBSE,Meghalaya,District 630,contact@navodayavidyalayabranch69.edu.in,038-9647813
Vivekananda Secondary School Branch 72,CBSE,Mizoram,District 628,contact@vivekanandasecondaryschoolbranch72.edu.in,074-8278499
KV Secondary School Branch 17,NIOS,Nagaland,District 591,contact@kvsecondaryschoolbranch17.edu.in,059-4453332
St. Joseph's Primary School Branch 24,State Board,Odisha,District 419,contact@stjosephsprimaryschoolbranch24.edu.in,064-9012295
Bharatiya Public School Branch 48,NIOS,Punjab,District 281,contact@bharatiyapublicschoolbranch48.edu.in,067-5841859
Greenwood Primary School Branch 24,IGCSE,Rajasthan,District 562,contact@greenwoodprimaryschoolbranch24.edu.in,030-4055534
Carmel Convent Branch 92,NIOS,Sikkim,District 84,contact@carmelconventbranch92.edu.in,021-7104642
Saraswati Public School Branch 36,CBSE,Tamil Nadu,District 421,contact@saraswatipublicschoolbranch36.edu.in,031-2980883
New Era Convent Branch 27,NIOS,Telangana,District 543,contact@neweraconventbranch27.edu.in,030-3886094
St. Joseph's Convent Branch 75,NIOS,Tripura,District 519,contact@stjosephsconventbranch75.edu.in,062-3779224
Army Primary School Branch 17,State Board,Uttar Pradesh,District 440,contact@armyprimaryschoolbranch17.edu.in,082-6060797
Vidya Mandir Convent Branch 57,NIOS,Uttarakhand,District 85,contact@vidyamandirconventbranch57.edu.in,063-6685533
Government Academy Branch 70,State Board,West Bengal,District 658,contact@governmentacademybranch70.edu.in,074-4675680
Navodaya Secondary School Branch 68,IB,Andaman and Nicobar Islands,District 278,contact@navodayasecondaryschoolbranch68.edu.in,092-5155974
Tagore International Branch 25,State Board,Chandigarh,District 580,contact@tagoreinternationalbranch25.edu.in,034-1697114
Heritage Convent Branch 42,CBSE,Dadra and Nagar Haveli,District 106,contact@heritageconventbranch42.edu.in,089-6933084
Army Convent Branch 98,CBSE,Lakshadweep,District 641,contact@armyconventbranch98.edu.in,072-5872766
Saraswati Primary School Branch 76,IGCSE,Delhi,District 480,contact@saraswatiprimaryschoolbranch76.edu.in,035-6560460
New Era Secondary School Branch 40,CBSE,Puducherry,District 405,contact@newerasecondaryschoolbranch40.edu.in,037-1541741
St. Joseph's Convent Branch 61,ICSE,Ladakh,District 211,contact@stjosephsconventbranch61.edu.in,012-8736190
Greenwood Public School Branch 96,IGCSE,Jammu and Kashmir,District 384,contact@greenwoodpublicschoolbranch96.edu.in,083-5062352
Greenwood Academy Branch 1,NIOS,Andhra Pradesh,District 301,contact@greenwoodacademybranch1.edu.in,084-2888528
Vivekananda Academy Branch 83,ICSE,Arunachal Pradesh,District 30,contact@vivekanandaacademybranch83.edu.in,039-9369067
Government International Branch 2,IB,Assam,District 470,contact@governmentinternationalbranch2.edu.in,030-3409483
Adarsh Vidyalaya Branch 94,IGCSE,Bihar,District 170,contact@adarshvidyalayabranch94.edu.in,016-9196235
Vivekananda High School Branch 19,IGCSE,Chhattisgarh,District 510,contact@vivekanandahighschoolbranch19.edu.in,044-6992683
Adarsh Secondary School Branch 52,State Board,Goa,District 652,contact@adarshsecondaryschoolbranch52.edu.in,093-4810943
Adarsh Primary School Branch 74,NIOS,Gujarat,District 127,contact@adarshprimaryschoolbranch74.edu.in,091-8414607
Vivekananda Primary School Branch 46,ICSE,Haryana,District 443,contact@vivekanandaprimaryschoolbranch46.edu.in,016-9212107
St. Joseph's Vidyalaya Branch 46,CBSE,Himachal Pradesh,District 431,contact@stjosephsvidyalayabranch46.edu.in,037-2660942
Heritage International Branch 58,IB,Jharkhand,District 612,contact@heritageinternationalbranch58.edu.in,086-2430136
KV Vidyalaya Branch 51,ICSE,Karnataka,District 290,contact@kvvidyalayabranch51.edu.in,010-2736449
St. Joseph's Public School Branch 98,ICSE,Kerala,District 499,contact@stjosephspublicschoolbranch98.edu.in,040-9692791
Heritage Convent Branch 99,IGCSE,Madhya Pradesh,District 444,contact@heritageconventbranch99.edu.in,033-9766616
Saraswati Convent Branch 93,State Board,Maharashtra,District 494,contact@saraswaticonventbranch93.edu.in,079-5705413
Greenwood Vidyalaya Branch 83,CBSE,Manipur,District 30,contact@greenwoodvidyalayabranch83.edu.in,061-8416660
Adarsh Secondary School Branch 75,IGCSE,Meghalaya,District 129,contact@adarshsecondaryschoolbranch75.edu.in,029-4300069
Saraswati High School Branch 99,CBSE,Mizoram,District 618,contact@saraswatihighschoolbranch99.edu.in,087-8404614
Navodaya Vidyalaya Branch 56,IGCSE,Nagaland,District 575,contact@navodayavidyalayabranch56.edu.in,086-4145427
Heritage Secondary School Branch 59,ICSE,Odisha,District 100,contact@heritagesecondaryschoolbranch59.edu.in,094-5973592
Vivekananda Convent Branch 17,ICSE,Punjab,District 194,contact@vivekanandaconventbranch17.edu.in,094-8528778
Tagore Primary School Branch 77,State Board,Rajasthan,District 424,contact@tagoreprimaryschoolbranch77.edu.in,049-6080706
Greenwood International Branch 50,State Board,Sikkim,District 429,contact@greenwoodinternationalbranch50.edu.in,035-2879033
St. Joseph's Vidyalaya Branch 32,State Board,Tamil Nadu,District 645,contact@stjosephsvidyalayabranch32.edu.in,019-6854418
Army Vidyalaya Branch 90,NIOS,Telangana,District 42,contact@armyvidyalayabranch90.edu.in,017-5982107
New Era High School Branch 48,ICSE,Tripura,District 292,contact@newerahighschoolbranch48.edu.in,033-6548554
Global Academy Branch 54,CBSE,Uttar Pradesh,District 227,contact@globalacademybranch54.edu.in,049-5207112
St. Joseph's Convent Branch 93,ICSE,Uttarakhand,District 601,contact@stjosephsconventbranch93.edu.in,043-4405810
Greenwood Secondary School Branch 61,CBSE,West Bengal,District 497,contact@greenwoodsecondaryschoolbranch61.edu.in,050-9070027
Tagore International Branch 53,CBSE,Andaman and Nicobar Islands,District 429,contact@tagoreinternationalbranch53.edu.in,055-6295365
Model Vidyalaya Branch 42,IB,Chandigarh,District 582,contact@modelvidyalayabranch42.edu.in,016-6474678
New Era Primary School Branch 45,NIOS,Dadra and Nagar Haveli,District 254,contact@neweraprimaryschoolbranch45.edu.in,079-8245521
Heritage Convent Branch 37,State Board,Lakshadweep,District 175,contact@heritageconventbranch37.edu.in,060-4951923
Tagore Academy Branch 55,CBSE,Delhi,District 271,contact@tagoreacademybranch55.edu.in,051-4667645
KV Secondary School Branch 95,NIOS,Puducherry,District 481,contact@kvsecondaryschoolbranch95.edu.in,029-4524281
Heritage Public School Branch 4,IGCSE,Ladakh,District 423,contact@heritagepublicschoolbranch4.edu.in,057-2942227
Tagore Public School Branch 6,ICSE,Jammu and Kashmir,District 694,contact@tagorepublicschoolbranch6.edu.in,096-3016390
Navodaya Convent Branch 8,IB,Andhra Pradesh,District 80,contact@navodayaconventbranch8.edu.in,072-1471217
Army Secondary School Branch 28,IGCSE,Arunachal Pradesh,District 94,contact@armysecondaryschoolbranch28.edu.in,016-6369710
Saraswati Public School Branch 27,IB,Assam,District 215,contact@saraswatipublicschoolbranch27.edu.in,077-3599688
Carmel Primary School Branch 43,CBSE,Bihar,District 688,contact@carmelprimaryschoolbranch43.edu.in,010-2655643
New Era Convent Branch 61,NIOS,Chhattisgarh,District 665,contact@neweraconventbranch61.edu.in,064-6357191
Vivekananda Convent Branch 46,CBSE,Goa,District 303,contact@vivekanandaconventbranch46.edu.in,052-9133978
Army International Branch 21,State Board,Gujarat,District 429,contact@armyinternationalbranch21.edu.in,083-9625644
Heritage Secondary School Branch 80,IB,Haryana,District 132,contact@heritagesecondaryschoolbranch80.edu.in,053-3017114
Vidya Mandir Convent Branch 11,State Board,Himachal Pradesh,District 670,contact@vidyamandirconventbranch11.edu.in,041-1012116
Saraswati Academy Branch 30,IGCSE,Jharkhand,District 558,contact@saraswatiacademybranch30.edu.in,026-6362679
Vidya Mandir Primary School Branch 3,IGCSE,Karnataka,District 393,contact@vidyamandirprimaryschoolbranch3.edu.in,087-1666371
Vidya Mandir Academy Branch 62,IB,Kerala,District 528,contact@vidyamandiracademybranch62.edu.in,047-5668863
Vivekananda International Branch 37,NIOS,Madhya Pradesh,District 101,contact@vivekanandainternationalbranch37.edu.in,031-1105401
Global Primary School Branch 60,IGCSE,Maharashtra,District 430,contact@globalprimaryschoolbranch60.edu.in,091-6722312
Adarsh Primary School Branch 63,IB,Manipur,District 553,contact@adarshprimaryschoolbranch63.edu.in,010-1220419
Vidya Mandir High School Branch 47,NIOS,Meghalaya,District 82,contact@vidyamandirhighschoolbranch47.edu.in,038-9209852
Tagore High School Branch 30,CBSE,Mizoram,District 118,contact@tagorehighschoolbranch30.edu.in,061-2249252
Bharatiya International Branch 90,CBSE,Nagaland,District 264,contact@bharatiyainternationalbranch90.edu.in,067-3029215
Model Academy Branch 41,IGCSE,Odisha,District 650,contact@modelacademybranch41.edu.in,083-4253777
Heritage Academy Branch 83,CBSE,Punjab,District 70,contact@heritageacademybranch83.edu.in,048-5197752
Tagore Secondary School Branch 27,IB,Rajasthan,District 69,contact@tagoresecondaryschoolbranch27.edu.in,032-3033998
Vidya Mandir Public School Branch 97,State Board,Sikkim,District 641,contact@vidyamandirpublicschoolbranch97.edu.in,061-9164998
Navodaya International Branch 55,NIOS,Tamil Nadu,District 363,contact@navodayainternationalbranch55.edu.in,013-9706748
Army Academy Branch 59,CBSE,Telangana,District 647,contact@armyacademybranch59.edu.in,069-6330516
Saraswati Convent Branch 46,State Board,Tripura,District 425,contact@saraswaticonventbranch46.edu.in,094-3063254
New Era Secondary School Branch 22,IGCSE,Uttar Pradesh,District 202,contact@newerasecondaryschoolbranch22.edu.in,059-3355693
Vivekananda Convent Branch 43,CBSE,Uttarakhand,District 51,contact@vivekanandaconventbranch43.edu.in,036-8364050
Vidya Mandir High School Branch 58,CBSE,West Bengal,District 633,contact@vidyamandirhighschoolbranch58.edu.in,076-2991184
Bharatiya Primary School Branch 93,IGCSE,Andaman and Nicobar Islands,District 203,contact@bharatiyaprimaryschoolbranch93.edu.in,019-5782872
Tagore Secondary School Branch 55,CBSE,Chandigarh,District 141,contact@tagoresecondaryschoolbranch55.edu.in,052-3458572
Global Public School Branch 24,CBSE,Dadra and Nagar Haveli,District 190,contact@globalpublicschoolbranch24.edu.in,083-8788593
Tagore International Branch 50,IGCSE,Lakshadweep,District 659,contact@tagoreinternationalbranch50.edu.in,045-6861033
Government Public School Branch 83,NIOS,Delhi,District 201,contact@governmentpublicschoolbranch83.edu.in,083-2421084
